"ID","时间","分类","类型","金额","币种","账户1","账户2","备注","已报销","手续费","优惠券","记账者","账单标记","账单图片"
"qj165741396833315139","2022-07-10 08:46","旅行","支出","40.0","CNY",,,"麦当劳","","","",,,
"qj165741359749710711","2022-07-10 08:39","旅行","支出","10.0","CNY",,,"国旗","","","",,,
"qj165741358854014438","2022-07-10 08:39","旅行","支出","7.0","CNY",,,"","","","",,,
"qj165740425917312470","2022-07-10 06:04","旅行","支出","38.21","CNY",,,"打车到天安门，大概8公里","","","",,,
"qj165739547575717902","2022-07-10 03:37","旅行","支出","490.0","CNY",,,"2间房续航一天","","","",,,
"qj165737649574312962","2022-07-09 22:21","树","支出","120.0","CNY",,,"小树订故宫票","","","",,,
"qj165737429903810345","2022-07-09 21:44","旅行","支出","30.0","CNY",,,"天坛x2","","","",,,
"qj165736435523711197","2022-07-09 18:59","旅行","支出","248.0","CNY",,,"五台云2人，满意","","","",,,
"qj165735848353019747","2022-07-09 17:21","旅行","支出","16.31","CNY",,,"打车到五台云","","","",,,
"qj165735384721118680","2022-07-09 16:04","旅行","支出","4.0","CNY",,,"地铁","","","",,,
"qj165733972589417849","2022-07-09 12:08","旅行","支出","40.0","CNY",,,"米线x2","","","",,,
"qj165733969367016023","2022-07-09 12:08","旅行","支出","44.0","CNY",,,"2个长城主题的雪糕","","","",,,
"qj165733959944712772","2022-07-09 12:06","旅行","支出","10.0","CNY",,,"纪念照片","","","",,,
"qj165733499411117813","2022-07-09 10:49","旅行","支出","200.0","CNY",,,"lan车","","","",,,
"qj165732541107412300","2022-07-09 08:10","旅行","支出","20.0","CNY",,,"零食","","","",,,
"qj165732517156616929","2022-07-09 08:06","旅行","支出","12.0","CNY",,,"公交","","","",,,
"qj165729393376014437","2022-07-08 23:25","旅行","支出","80.0","CNY",,,"和树的长城门票","","","",,,
"qj165729390410315929","2022-07-08 23:25","旅行","支出","9.7","CNY",,,"和树的早餐","","","",,,
"qj165728859307516349","2022-07-08 21:56","短途交通","支出","4.0","CNY",,,"","","","",,,
"qj165727582589814485","2022-07-08 18:23","三餐","支出","21.5","CNY",,,"","","","",,,
"qj165725123428811543","2022-07-08 11:33","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj165725122803218421","2022-07-08 11:33","三餐","支出","22.0","CNY",,,"","","","",,,
"qj165720481577412049","2022-07-07 22:40","果坚奶","支出","8.0","CNY",,,"苹果2个","","","",,,
"qj165716479029513751","2022-07-07 11:33","三餐","支出","20.0","CNY",,,"","","","",,,
"qj165716444247410375","2022-07-07 11:27","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj165716443943917796","2022-07-07 11:27","三餐","支出","3.0","CNY",,,"","","","",,,
"qj165711461810614576","2022-07-06 21:36","生活","支出","30.0","CNY",,,"vpn","","","",,,
"qj165709969181118764","2022-07-06 17:28","三餐","支出","18.9","CNY",,,"","","","",,,
"qj165707841517112035","2022-07-06 11:33","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj165707841201310386","2022-07-06 11:33","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165702579432712635","2022-07-05 20:56","其它","收入","18.0","CNY",,,"与小帅的steam交易","","","",,,
"qj165701043020313941","2022-07-05 16:40","三餐","支出","10.3","CNY",,,"","","","",,,
"qj165699170060915781","2022-07-05 11:28","三餐","支出","23.0","CNY",,,"","","","",,,
"qj165698543122918145","2022-07-05 09:43","利息","支出","0.75","CNY",,,"","","","",,,
"qj165692689326612719","2022-07-04 17:28","三餐","支出","21.5","CNY",,,"","","","",,,
"qj165691853732711154","2022-07-04 15:08","旅行","支出","490.0","CNY",,,"和树出去玩，酒店钱","","","",,,
"qj165690532302312578","2022-07-04 11:28","三餐","支出","20.0","CNY",,,"","","","",,,
"qj165690162806217626","2022-07-04 10:27","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj165689985157419475","2022-07-04 09:57","树","支出","1000.0","CNY",,,"来回车费加酒店钱","","","",,,
"qj165685436411016231","2022-07-03 21:19","通讯","支出","27.91","CNY",,,"","","","",,,
"qj165685421157811918","2022-07-03 21:16","生活","支出","14.21","CNY",,,"衣服","","","",,,
"qj165685289595511750","2022-07-03 20:54","树","支出","2600.0","CNY",,,"往反北京飞机","","","",,,
"qj165682895770418903","2022-07-03 14:15","三餐","支出","12.0","CNY",,,"","","","",,,
"qj165677400995917408","2022-07-02 23:00","果坚奶","支出","8.2","CNY",,,"","","","",,,
"qj165677389112612967","2022-07-02 22:58","三餐","支出","8.0","CNY",,,"","","","",,,
"qj165673789241713933","2022-07-02 12:58","三餐","支出","12.0","CNY",,,"","","","",,,
"qj165673787134211413","2022-07-02 12:57","零食","支出","5.0","CNY",,,"","","","",,,
"qj165672214935412553","2022-07-02 08:35","三餐","支出","3.0","CNY",,,"","","","",,,
"qj165668636073817559","2022-07-01 22:39","三餐","支出","11.5","CNY",,,"","","","",,,
"qj165666548600817202","2022-07-01 16:51","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165666548059812194","2022-07-01 16:51","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj165666547726919193","2022-07-01 16:51","三餐","支出","9.0","CNY",,,"","","","",,,
"qj165666547237114690","2022-07-01 16:51","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj165658121557819742","2022-06-30 17:26","三餐","支出","10.9","CNY",,,"","","","",,,
"qj165655931789813334","2022-06-30 11:21","短途交通","支出","6.5","CNY",,,"","","","",,,
"qj165655930189318240","2022-06-30 11:21","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165649536577413618","2022-06-29 17:36","其它","收入","1.0","CNY",,,"","","","",,,
"qj165647287954018900","2022-06-29 11:21","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj165647287485718198","2022-06-29 11:21","三餐","支出","11.5","CNY",,,"","","","",,,
"qj165647271632217543","2022-06-29 11:18","三餐","支出","12.0","CNY",,,"","","","",,,
"qj165640535489614219","2022-06-28 16:35","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj165640534965612542","2022-06-28 16:35","三餐","支出","18.4","CNY",,,"","","","",,,
"qj165638739617919375","2022-06-28 11:36","三餐","支出","20.0","CNY",,,"","","","",,,
"qj165630145600315325","2022-06-27 11:44","三餐","支出","23.0","CNY",,,"","","","",,,
"qj165629602061116949","2022-06-27 10:13","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj165629601681616672","2022-06-27 10:13","三餐","支出","7.0","CNY",,,"","","","",,,
"qj165623978864514001","2022-06-26 18:36","三餐","支出","11.0","CNY",,,"","","","",,,
"qj165622238321614136","2022-06-26 13:46","零食","支出","4.0","CNY",,,"","","","",,,
"qj165622219638015525","2022-06-26 13:43","三餐","支出","11.0","CNY",,,"","","","",,,
"qj165620259655513635","2022-06-26 08:16","三餐","支出","6.0","CNY",,,"","","","",,,
"qj165619647046318583","2022-06-26 06:34","三餐","支出","2.0","CNY",,,"","","","",,,
"qj165615866658713352","2022-06-25 20:04","三餐","支出","4.0","CNY",,,"","","","",,,
"qj165615841715811779","2022-06-25 20:00","三餐","支出","8.0","CNY",,,"","","","",,,
"qj165613708337217063","2022-06-25 14:04","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165613708018914302","2022-06-25 14:04","果坚奶","支出","5.6","CNY",,,"","","","",,,
"qj165612984796117356","2022-06-25 12:04","水电","支出","75.0","CNY",,,"","","","",,,
"qj165612983712011958","2022-06-25 12:03","房租","支出","850.0","CNY",,,"","","","",,,
"qj165606109742614479","2022-06-24 16:58","三餐","支出","20.89","CNY",,,"","","","",,,
"qj165604263684817187","2022-06-24 11:50","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj165604262745513004","2022-06-24 11:50","三餐","支出","21.0","CNY",,,"","","","",,,
"qj165597534368810166","2022-06-23 17:09","三餐","支出","18.69","CNY",,,"","","","",,,
"qj165595689669318516","2022-06-23 12:01","三餐","支出","22.0","CNY",,,"","","","",,,
"qj165595240217518738","2022-06-23 10:46","生活","支出","4.8","CNY",,,"","","","",,,
"qj165586809004716963","2022-06-22 11:21","三餐","支出","11.5","CNY",,,"","","","",,,
"qj165586787874313961","2022-06-22 11:17","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj165586786825210044","2022-06-22 11:17","三餐","支出","16.0","CNY",,,"","","","",,,
"qj165582324112016477","2022-06-21 22:54","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj165580172982612255","2022-06-21 16:55","三餐","支出","20.4","CNY",,,"","","","",,,
"qj165578248693216156","2022-06-21 11:34","三餐","支出","25.0","CNY",,,"","","","",,,
"qj165571652477614045","2022-06-20 17:15","三餐","支出","18.1","CNY",,,"","","","",,,
"qj165569711334914683","2022-06-20 11:51","三餐","支出","19.0","CNY",,,"","","","",,,
"qj165563529609417006","2022-06-19 18:41","三餐","支出","10.0","CNY",,,"","","","",,,
"qj165561165558213206","2022-06-19 12:07","三餐","支出","12.0","CNY",,,"","","","",,,
"qj165555613166312886","2022-06-18 20:42","三餐","支出","4.0","CNY",,,"","","","",,,
"qj165552596425312838","2022-06-18 12:19","果坚奶","支出","5.7","CNY",,,"","","","",,,
"qj165552596035914550","2022-06-18 12:19","三餐","支出","10.0","CNY",,,"","","","",,,
"qj165545452647618876","2022-06-17 16:28","三餐","支出","19.48","CNY",,,"","","","",,,
"qj165543694171015041","2022-06-17 11:35","三餐","支出","21.0","CNY",,,"","","","",,,
"qj165538538205110903","2022-06-16 21:16","短途交通","支出","3.0","CNY",,,"","","","",,,
"qj165535013396414897","2022-06-16 11:28","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj165535012601517441","2022-06-16 11:28","三餐","支出","26.5","CNY",,,"","","","",,,
"qj165528307239913610","2022-06-15 16:51","三餐","支出","22.5","CNY",,,"","","","",,,
"qj165526464402616863","2022-06-15 11:44","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj165526344104013333","2022-06-15 11:23","三餐","支出","12.0","CNY",,,"","","","",,,
"qj165520356477718825","2022-06-14 18:46","三餐","支出","22.0","CNY",,,"","","","",,,
"qj165518796224811708","2022-06-14 14:26","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj165517722244018548","2022-06-14 11:26","三餐","支出","13.0","CNY",,,"","","","",,,
"qj165509234005116448","2022-06-13 11:52","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj165509134658311417","2022-06-13 11:35","三餐","支出","11.5","CNY",,,"","","","",,,
"qj165509116288617191","2022-06-13 11:32","三餐","支出","12.0","CNY",,,"","","","",,,
"qj165501525501315152","2022-06-12 14:27","果坚奶","支出","6.8","CNY",,,"","","","",,,
"qj165501508056118695","2022-06-12 14:24","三餐","支出","15.0","CNY",,,"","","","",,,
"qj165492124500011676","2022-06-11 12:20","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165492080547712130","2022-06-11 12:13","生活","支出","20.0","CNY",,,"","","","",,,
"qj165488188863911473","2022-06-11 01:24","主业","收入","7427.17","CNY",,,"","","","",,,
"qj165486360417019628","2022-06-10 20:20","三餐","支出","20.5","CNY",,,"","","","",,,
"qj165483183872019815","2022-06-10 11:30","三餐","支出","22.0","CNY",,,"","","","",,,
"qj165482397463610811","2022-06-10 09:19","短途交通","支出","4.0","CNY",,,"","","","",,,
"qj165474656381916679","2022-06-09 11:49","三餐","支出","18.0","CNY",,,"","","","",,,
"qj165473888340318090","2022-06-09 09:41","短途交通","支出","2.0","CNY",,,"","","","",,,
"qj165473887996011227","2022-06-09 09:41","三餐","支出","8.0","CNY",,,"","","","",,,
"qj165465979720813284","2022-06-08 11:43","三餐","支出","20.0","CNY",,,"","","","",,,
"qj165465946515516635","2022-06-08 11:37","短途交通","支出","2.0","CNY",,,"","","","",,,
"qj165465089069918787","2022-06-08 09:14","三餐","支出","10.0","CNY",,,"","","","",,,
"qj165457431104119795","2022-06-07 11:58","短途交通","支出","2.0","CNY",,,"","","","",,,
"qj165457138532114874","2022-06-07 11:09","三餐","支出","12.5","CNY",,,"","","","",,,
"qj165456972366612210","2022-06-07 10:42","三餐","支出","7.0","CNY",,,"","","","",,,
"qj165453169924812722","2022-06-07 00:08","三餐","支出","22.0","CNY",,,"","","","",,,
"qj165448566078612345","2022-06-06 11:21","短途交通","支出","2.5","CNY",,,"","","","",,,
"qj165448424993110681","2022-06-06 10:57","三餐","支出","18.68","CNY",,,"","","","",,,
"qj165440242408216886","2022-06-05 12:13","三餐","支出","12.0","CNY",,,"","","","",,,
"qj165440131677117234","2022-06-05 11:55","果坚奶","支出","10.9","CNY",,,"","","","",,,
"qj165453462459212102","2022-06-04 14:59","生活","支出","34.51","CNY",,,"","","","",,,
"qj165432597987013910","2022-06-04 14:59","果坚奶","支出","8.0","CNY",,,"","","","",,,
"qj165422917369412014","2022-06-03 12:06","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165416736191219952","2022-06-02 18:56","短途交通","支出","2.0","CNY",,,"","","","",,,
"qj165416735525317381","2022-06-02 18:55","通讯","支出","27.92","CNY",,,"","","","",,,
"qj165405502358615206","2022-06-01 11:43","三餐","支出","13.5","CNY",,,"","","","",,,
"qj165405487500814912","2022-06-01 11:41","短途交通","支出","2.0","CNY",,,"","","","",,,
"qj165405487068610472","2022-06-01 11:41","三餐","支出","10.5","CNY",,,"","","","",,,
"qj165396609208214865","2022-05-31 11:01","短途交通","支出","4.0","CNY",,,"","","","",,,
"qj165391400772117396","2022-05-30 20:33","短途交通","支出","7.0","CNY",,,"","","","",,,
"qj165388015662613000","2022-05-30 11:09","三餐","支出","26.0","CNY",,,"","","","",,,
"qj165381520988815779","2022-05-29 17:06","三餐","支出","12.0","CNY",,,"","","","",,,
"qj165381498098610564","2022-05-29 17:03","三餐","支出","17.9","CNY",,,"","","","",,,
"qj165381358750913547","2022-05-29 16:39","零食","支出","13.2","CNY",,,"","","","",,,
"qj165374627128814657","2022-05-28 21:57","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165370985637015137","2022-05-28 11:50","三餐","支出","5.8","CNY",,,"","","","",,,
"qj165370985327517375","2022-05-28 11:50","果坚奶","支出","9.9","CNY",,,"","","","",,,
"qj165370984921117237","2022-05-28 11:50","三餐","支出","3.2","CNY",,,"","","","",,,
"qj165370984261411989","2022-05-28 11:50","三餐","支出","4.2","CNY",,,"","","","",,,
"qj165370983921615474","2022-05-28 11:50","三餐","支出","7.2","CNY",,,"","","","",,,
"qj165370983446218468","2022-05-28 11:50","三餐","支出","4.5","CNY",,,"","","","",,,
"qj165370983012616452","2022-05-28 11:50","三餐","支出","5.3","CNY",,,"","","","",,,
"qj165366836837415380","2022-05-28 00:19","短途交通","支出","0.5","CNY",,,"","","","",,,
"qj165362069177410139","2022-05-27 11:04","短途交通","支出","4.0","CNY",,,"","","","",,,
"qj165362068632514647","2022-05-27 11:03","三餐","支出","22.0","CNY",,,"","","","",,,
"qj165357417984617115","2022-05-26 22:09","短途交通","支出","4.0","CNY",,,"","","","",,,
"qj165353333658218394","2022-05-26 10:48","三餐","支出","18.79","CNY",,,"","","","",,,
"qj165352625602214538","2022-05-26 08:50","三餐","支出","8.0","CNY",,,"","","","",,,
"qj165347063178214849","2022-05-25 17:23","水电","支出","70.0","CNY",,,"","","","",,,
"qj165347062883418725","2022-05-25 17:23","房租","支出","850.0","CNY",,,"","","","",,,
"qj165345005816114960","2022-05-25 11:40","短途交通","支出","4.0","CNY",,,"","","","",,,
"qj165344479529614707","2022-05-25 10:13","三餐","支出","10.0","CNY",,,"","","","",,,
"qj165340846916819805","2022-05-25 00:07","运动","支出","4.9","CNY",,,"刹车线","","","",,,
"qj165424260506119967","2022-05-24 15:50","生活","支出","4.8","CNY",,,"","","","",,,
"qj165335602864715671","2022-05-24 09:33","三餐","支出","8.0","CNY",,,"","","","",,,
"qj165335589581019647","2022-05-24 09:31","三餐","支出","5.7","CNY",,,"","","","",,,
"qj165329912022010118","2022-05-23 17:45","三餐","支出","18.88","CNY",,,"","","","",,,
"qj165327598031517566","2022-05-23 11:19","三餐","支出","17.4","CNY",,,"","","","",,,
"qj165319355693218905","2022-05-22 12:25","果坚奶","支出","10.4","CNY",,,"","","","",,,
"qj165319354309617095","2022-05-22 12:25","果坚奶","支出","14.9","CNY",,,"","","","",,,
"qj165319351545117532","2022-05-22 12:25","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165311735732014656","2022-05-21 15:15","三餐","支出","18.0","CNY",,,"","","","",,,
"qj165303843815215816","2022-05-20 17:20","三餐","支出","15.9","CNY",,,"","","","",,,
"qj165302113271814211","2022-05-20 12:32","树","支出","5.2","CNY",,,"","","","",,,
"qj165301904918515231","2022-05-20 11:57","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj165301627729311176","2022-05-20 11:11","三餐","支出","12.0","CNY",,,"","","","",,,
"qj165293546436810703","2022-05-19 12:44","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj165293317662915559","2022-05-19 12:06","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165286635117817686","2022-05-18 17:32","三餐","支出","17.88","CNY",,,"","","","",,,
"qj165286187107615601","2022-05-18 16:17","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165280908312817327","2022-05-18 01:37","家人","支出","15.0","CNY",,,"浩杰生日","","","",,,
"qj165278037737714595","2022-05-17 17:39","三餐","支出","24.3","CNY",,,"","","","",,,
"qj165275910693615423","2022-05-17 11:45","三餐","支出","14.93","CNY",,,"","","","",,,
"qj165259125944410253","2022-05-15 13:07","三餐","支出","14.0","CNY",,,"","","","",,,
"qj165259125196913741","2022-05-15 13:07","果坚奶","支出","24.6","CNY",,,"15块1斤的油桃太贵","","","",,,
"qj165253579505214927","2022-05-14 21:43","三餐","支出","5.6","CNY",,,"","","","",,,
